species,reference_strain,reference_genome_accession,reference_identifier,reference_identifier_source,seqname,start,end,reference_feature_type,reference_gene_name,norm_pos,type
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0203,locus_tag,NC_000913.3,225500,225575,gene,alaV,0.40561722421241403,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0204,locus_tag,NC_000913.3,225759,228662,gene,rrlH,0.4063380882496146,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0205,locus_tag,NC_000913.3,228756,228875,gene,rrfH,0.4070296523737669,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0206,locus_tag,NC_000913.3,228928,229004,gene,aspU,0.4070944999754398,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0207,locus_tag,NC_000913.3,229167,229970,gene,dkgB,0.4073541058226683,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0208,locus_tag,NC_000913.3,229967,230881,gene,yafC,0.40772272458167913,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0209,locus_tag,NC_000913.3,231122,231922,gene,yafD,0.4081958320011927,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0210,locus_tag,NC_000913.3,231926,232549,gene,yafE,0.4085041274098101,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0211,locus_tag,NC_000913.3,232597,233955,gene,mltD,0.40895159740540654,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0212,locus_tag,NC_000913.3,234027,234782,gene,gloB,0.40943784669768435,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0213,locus_tag,NC_000913.3,234816,235538,gene,yafS,0.4097707023275334,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0214,locus_tag,NC_000913.3,235535,236002,gene,rnhA,0.4100255684829453,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0215,locus_tag,NC_000913.3,236067,236798,gene,dnaQ,0.4103116735162395,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0216,locus_tag,NC_000913.3,236931,237007,gene,aspV,0.4105428412125683,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0217,locus_tag,NC_000913.3,237335,238120,gene,yafT,0.410869664507378,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0218,locus_tag,NC_000913.3,238746,239084,pseudogene,yafU,0.4113813357830359,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0219,locus_tag,NC_000913.3,239419,240189,gene,yafV,0.41176438905803364,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0220,locus_tag,NC_000913.3,240343,240816,gene,ivy,0.4120985373311054,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0221,locus_tag,NC_000913.3,240859,243303,gene,fadE,0.4127455052640741,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0222,locus_tag,NC_000913.3,243543,244121,gene,gmhA,0.4134999780250652,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0223,locus_tag,NC_000913.3,244327,245094,gene,yafJ,0.4138785070487835,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0224,locus_tag,NC_000913.3,245065,245805,gene,dpaA,0.4141906803870691,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0225,locus_tag,NC_000913.3,245961,246239,gene,yafQ,0.4144772163014375,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0226,locus_tag,NC_000913.3,246242,246502,gene,dinJ,0.4145944159536303,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0227,locus_tag,NC_000913.3,246712,247461,gene,yafL,0.4149022804811735,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0228,locus_tag,NC_000913.3,247637,248134,gene,rayT,0.4152465544594899,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0229,locus_tag,NC_000913.3,248358,250070,pseudogene,lfhA,0.4158189799666153,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0230,locus_tag,NC_000913.3,250072,250827,pseudogene,lafU,0.4163513335338367,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0231,locus_tag,NC_000913.3,250898,251953,gene,dinB,0.41677187346229316,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0232,locus_tag,NC_000913.3,252005,252298,gene,yafN,0.4170846931221901,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0233,locus_tag,NC_000913.3,252301,252699,gene,yafO,0.4172348551765621,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0234,locus_tag,NC_000913.3,252709,253161,gene,yafP,0.41742228844385576,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0235,locus_tag,NC_000913.3,253467,253733,pseudogene,ykfJ,0.4177088243582242,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0236,locus_tag,NC_000913.3,253702,254202,pseudogene,prfH,0.41786049449635604,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0237,locus_tag,NC_000913.3,254259,255716,gene,pepD,0.4183066718487297,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0238,locus_tag,NC_000913.3,255977,256435,gene,gpt,0.41883170043768897,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0239,locus_tag,NC_000913.3,256527,257771,gene,frsA,0.41923802129069565,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0240,locus_tag,NC_000913.3,257829,259006,pseudogene,crl,0.4197845939333668,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0241,locus_tag,NC_000913.3,259045,260100,gene,phoE,0.42028226157411197,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0242,locus_tag,NC_000913.3,260388,261491,gene,proB,0.4208712760025956,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0243,locus_tag,NC_000913.3,261503,262756,gene,proA,0.4213840244809391,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0244,locus_tag,NC_000913.3,262871,262946,gene,thrW,0.42171968083777067,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0245,locus_tag,NC_000913.3,263328,263669,gene,ykfI,0.42197390067157126,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0246,locus_tag,NC_000913.3,263690,264007,gene,yafW,0.4221247090475546,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0247,locus_tag,NC_000913.3,264256,264732,gene,ykfG,0.4224028427809754,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0248,locus_tag,NC_000913.3,264748,265206,gene,yafX,0.4226109583398325,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0249,locus_tag,NC_000913.3,265304,265543,gene,ykfF,0.42280334673947984,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0250,locus_tag,NC_000913.3,265620,266087,gene,ykfB,0.42298862560140227,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0251,locus_tag,NC_000913.3,266110,266553,gene,yafY,0.42319458675488814,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0252,locus_tag,NC_000913.3,267184,268005,gene,yafZ,0.423738789551651,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0253,locus_tag,NC_000913.3,268097,268960,gene,ykfA,0.4241412324749895,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0254,locus_tag,NC_000913.3,269289,270182,gene,perR,0.42466130593159507,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0256,locus_tag,NC_000913.3,270603,271754,gene,insI1,0.4252830673217208,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0258,locus_tag,NC_000913.3,272847,273992,gene,ykfC,0.42624867180908865,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0259,locus_tag,NC_000913.3,274101,275081,gene,insH1,0.42675344898755874,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0260,locus_tag,NC_000913.3,275325,276728,gene,mmuP,0.42737197876962774,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0261,locus_tag,NC_000913.3,276715,277647,gene,mmuM,0.42786943096983576,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0262,locus_tag,NC_000913.3,277756,278802,gene,afuC,0.4283425383893493,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0263,locus_tag,NC_000913.3,278814,279162,pseudogene,afuB,0.4286480330709842,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0264,locus_tag,NC_000913.3,279178,279681,gene,insB2,0.4288382670652604,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0265,locus_tag,NC_000913.3,279600,279875,gene,insA2,0.42897097843612575,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0266,locus_tag,NC_000913.3,280385,280735,gene,yagB,0.4293253781196867,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0267,locus_tag,NC_000913.3,280829,281983,gene,yagA,0.42968990350849223,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0268,locus_tag,NC_000913.3,282278,283186,gene,yagE,0.4302612518129321,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0269,locus_tag,NC_000913.3,283201,285168,gene,yagF,0.4308871065732631,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0270,locus_tag,NC_000913.3,285395,286777,gene,yagG,0.43170642693592715,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0271,locus_tag,NC_000913.3,286789,288399,gene,yagH,0.43235619559587835,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0272,locus_tag,NC_000913.3,288404,289162,gene,xynR,0.4328685131931476,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0273,locus_tag,NC_000913.3,289301,290305,gene,argF,0.4333080118888706,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0274,locus_tag,NC_000913.3,290649,291152,gene,insB3,0.43378090386784707,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0275,locus_tag,NC_000913.3,291071,291346,gene,insA3,0.4339136152387124,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0276,locus_tag,NC_000913.3,291500,292231,gene,yagJ,0.43419670410448696,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0277,locus_tag,NC_000913.3,292322,292948,gene,yagK,0.43452826709111325,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0278,locus_tag,NC_000913.3,293220,293918,gene,yagL,0.43493071001445177,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0279,locus_tag,NC_000913.3,293945,294799,gene,yagM,0.43527670751706504,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0280,locus_tag,NC_000913.3,295139,295579,gene,yagN,0.43570198713733815,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0281,locus_tag,NC_000913.3,295696,297096,gene,intF,0.43614881081132323,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0282,locus_tag,NC_000913.3,297381,297791,gene,yagP,0.4366615592896667,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0283,locus_tag,NC_000913.3,297770,298726,gene,paoD,0.4369468025608124,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0284,locus_tag,NC_000913.3,298736,300934,gene,paoC,0.4376306108256285,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0285,locus_tag,NC_000913.3,300931,301887,gene,paoB,0.43830881763647944,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0286,locus_tag,NC_000913.3,301884,302573,gene,paoA,0.43866192467681764,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0287,locus_tag,NC_000913.3,302991,303605,gene,yagU,0.43912275198571543,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0288,locus_tag,NC_000913.3,303853,304182,gene,ykgJ,0.4394327709186298,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0289,locus_tag,NC_000913.3,304495,305205,gene,ecpE,0.4397914794129332,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0290,locus_tag,NC_000913.3,305174,306817,gene,ecpD,0.44028505368347304,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0291,locus_tag,NC_000913.3,306807,309332,gene,ecpC,0.44117870103144313,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0292,locus_tag,NC_000913.3,309358,310026,gene,ecpB,0.44187780557439466,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0293,locus_tag,NC_000913.3,310084,310671,gene,ecpA,0.4421731745507849,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0294,locus_tag,NC_000913.3,310746,311336,gene,matA,0.442459064143542,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0295,locus_tag,NC_000913.3,312112,312339,gene,ykgL,0.44296944277597716,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0296,locus_tag,NC_000913.3,312514,312777,gene,ykgM,0.4431504128271572,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0297,locus_tag,NC_000913.3,314357,315244,pseudogene,eaeH,0.4440789615421406,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0298,locus_tag,NC_000913.3,315291,315590,gene,insE1,0.44435472542965304,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0299,locus_tag,NC_000913.3,315587,316453,gene,insF1,0.4446044210121741,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0300,locus_tag,NC_000913.3,316450,317136,pseudogene,ykgA,0.4449374920825603,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0301,locus_tag,NC_000913.3,317726,318319,gene,rclC,0.44546726036333617,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0303,locus_tag,NC_000913.3,318331,318567,gene,rclB,0.44565103114149873,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0304,locus_tag,NC_000913.3,318676,320001,gene,rclA,0.44603429985703363,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0305,locus_tag,NC_000913.3,320227,321081,gene,rclR,0.446601123910194,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0306,locus_tag,NC_000913.3,321608,322327,gene,ykgE,0.44716708620120593,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0307,locus_tag,NC_000913.3,322338,323765,gene,ykgF,0.4476341612856802,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0308,locus_tag,NC_000913.3,323758,324453,gene,ykgG,0.44808830993792725,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0310,locus_tag,NC_000913.3,324696,325364,gene,ykgH,0.44848665949106054,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0311,locus_tag,NC_000913.3,325577,327247,gene,betA,0.44908213713565776,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0312,locus_tag,NC_000913.3,327261,328733,gene,betB,0.44976508363832535,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0313,locus_tag,NC_000913.3,328747,329334,gene,betI,0.4502147080392929,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0314,locus_tag,NC_000913.3,329463,331496,gene,betT,0.45083474590512174,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0315,locus_tag,NC_000913.3,332371,333459,gene,pdeL,0.4518841567614289,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0316,locus_tag,NC_000913.3,333501,334433,gene,yahB,0.4523374436515275,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0317,locus_tag,NC_000913.3,334525,335022,gene,yahC,0.45268494923790065,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0318,locus_tag,NC_000913.3,335280,335885,gene,yahD,0.45303353202695934,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0319,locus_tag,NC_000913.3,335925,336788,gene,yahE,0.45336703397841976,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0320,locus_tag,NC_000913.3,336778,338325,gene,yahF,0.4538819368621344,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0321,locus_tag,NC_000913.3,338325,339743,gene,yahG,0.4545207180546926,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0322,locus_tag,NC_000913.3,339769,340089,gene,yahH,0.4549063566161358,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0323,locus_tag,NC_000913.3,340165,341115,gene,yahI,0.45521271305991917,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0324,locus_tag,NC_000913.3,341125,342507,gene,yahJ,0.45571942920322334,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0325,locus_tag,NC_000913.3,342884,343933,gene,yahK,0.4564056073139477,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0326,locus_tag,NC_000913.3,344176,344991,gene,yahL,0.4569118925761776,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0327,locus_tag,NC_000913.3,345404,345649,gene,yahM,0.4573182134291843,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0328,locus_tag,NC_000913.3,345666,346337,gene,yahN,0.4575228819394474,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0329,locus_tag,NC_000913.3,346484,346759,gene,yahO,0.4577900282054751,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0330,locus_tag,NC_000913.3,346857,348443,gene,prpR,0.45823318939032914,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0331,locus_tag,NC_000913.3,348682,349572,gene,prpB,0.45886960073697897,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0333,locus_tag,NC_000913.3,350012,351181,gene,prpC,0.4595027804755721,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0334,locus_tag,NC_000913.3,351215,352666,gene,prpD,0.46008188463934824,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0335,locus_tag,NC_000913.3,352706,354592,gene,prpE,0.46081804495468426,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0336,locus_tag,NC_000913.3,354922,356181,gene,codB,0.46163779619842243,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0337,locus_tag,NC_000913.3,356171,357454,gene,codA,0.46218113723303683,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0338,locus_tag,NC_000913.3,357791,358690,gene,cynR,0.46279643540704907,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0339,locus_tag,NC_000913.3,358799,359458,gene,cynT,0.46317905780097257,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0340,locus_tag,NC_000913.3,359489,359959,gene,cynS,0.46343564748068145,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0341,locus_tag,NC_000913.3,359992,361146,gene,cynX,0.46379974198841273,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0342,locus_tag,NC_000913.3,361249,361860,gene,lacA,0.4642243752870745,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0343,locus_tag,NC_000913.3,361926,363179,gene,lacY,0.46465439459916424,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0344,locus_tag,NC_000913.3,363231,366305,gene,lacZ,0.46560901161913903,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0345,locus_tag,NC_000913.3,366428,367510,gene,lacI,0.4665573808635374,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0346,locus_tag,NC_000913.3,367587,368420,gene,mhpR,0.46700312733483684,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0347,locus_tag,NC_000913.3,368611,370275,gene,mhpA,0.46762338064120273,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0348,locus_tag,NC_000913.3,370277,371221,gene,mhpB,0.4681861113241579,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0349,locus_tag,NC_000913.3,371239,372105,gene,mhpC,0.46858381455567977,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0350,locus_tag,NC_000913.3,372115,372924,gene,mhpD,0.46894898626609666,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0351,locus_tag,NC_000913.3,372921,373871,gene,mhpF,0.46932665352766645,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0352,locus_tag,NC_000913.3,373868,374881,gene,mhpE,0.46974827065880853,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0353,locus_tag,NC_000913.3,375459,376670,gene,mhpT,0.47047645967427115,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0354,locus_tag,NC_000913.3,376772,377311,gene,yaiL,0.4708974304838019,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0355,locus_tag,NC_000913.3,377535,378368,gene,frmB,0.47128953226135867,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0356,locus_tag,NC_000913.3,378462,379571,gene,frmA,0.4717484206054224,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0357,locus_tag,NC_000913.3,379606,379881,gene,frmR,0.4720616711463936,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0358,locus_tag,NC_000913.3,380069,380842,gene,yaiO,0.4723684584712512,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0360,locus_tag,NC_000913.3,381351,381716,gene,insC1,0.47283294826927996,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0361,locus_tag,NC_000913.3,381674,382579,gene,insD1,0.47308846074630323,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0363,locus_tag,NC_000913.3,382739,383935,gene,yaiP,0.47361004228666864,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0364,locus_tag,NC_000913.3,384059,384616,gene,yaiS,0.474041138801444,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0365,locus_tag,NC_000913.3,385232,386194,gene,tauA,0.47463381571905866,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0366,locus_tag,NC_000913.3,386207,386974,gene,tauB,0.47501191386170266,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0367,locus_tag,NC_000913.3,386971,387798,gene,tauC,0.4753540334346478,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0368,locus_tag,NC_000913.3,387795,388646,gene,tauD,0.475714250012711,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0369,locus_tag,NC_000913.3,388753,389727,gene,hemB,0.47615353326789683,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0372,locus_tag,NC_000913.3,391739,392605,gene,insF2,0.4774168765775633,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0373,locus_tag,NC_000913.3,392602,392901,gene,insE2,0.4776665721600844,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0375,locus_tag,NC_000913.3,394506,395129,gene,iprA,0.47855677245946054,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0376,locus_tag,NC_000913.3,395130,396287,gene,ampH,0.4789406874966068,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0377,locus_tag,NC_000913.3,396639,397859,gene,sbmA,0.4796044597914708,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0378,locus_tag,NC_000913.3,397872,398966,gene,yaiW,0.4801085906483295,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0379,locus_tag,NC_000913.3,399025,399333,gene,yaiY,0.48043606026475055,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0380,locus_tag,NC_000913.3,399593,399805,gene,yaiZ,0.48066011842335443,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0381,locus_tag,NC_000913.3,399829,400923,gene,ddlA,0.4809518249106137,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0382,locus_tag,NC_000913.3,401386,401646,gene,iraP,0.4814430293352453,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0383,locus_tag,NC_000913.3,401747,403162,gene,phoA,0.48184741122341784,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0384,locus_tag,NC_000913.3,403281,403601,gene,psiF,0.4822724754031539,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0385,locus_tag,NC_000913.3,403703,404818,gene,dgcC,0.4826255824434921,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0386,locus_tag,NC_000913.3,404835,405644,gene,proC,0.48304741501517134,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0387,locus_tag,NC_000913.3,405764,406222,gene,yaiI,0.48337208390460984,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0388,locus_tag,NC_000913.3,406405,406929,gene,aroL,0.4836624977486464,mid
Escherichia coli,K-12 MG1655,GCF_000005845.2,b0389,locus_tag,NC_000913.3,406979,407170,gene,yaiA,0.4838380817863985,mid
